id,author_details,title,isbn,publisher,date_published,bookshelf,series_details,pages,description,genre,book_uuid
246,"Brogiolo, G. Pietro|Chavarría, Arnau A.|Brogiolo, Gian Pietro|Arnau, Alexandra Chavarría",Aristocrazia E Campagne Nell'occidente Da Costantino a Carlo Magno,9788878144743,All'insegna Del Giglio,2005-12,"Archeologia,",,196, ,History / Social History,6b4e3103f78f654225338f517e2b8a6c
247,"Heer, Friedrich|Codino, Fausto",Il Medioevo,9788804343271,Arnoldo Mondadori Editore,1991-02,"Archeologia,",1100-1350,445,"Un'inchiesta che va a conoscere tutti i personaggi,individui e masse,disseminati o raggruppati sulla scena dell'Europa medievale.Protagonisti più che i principi,i papi o i generali,che hanno lasciato sulle vicende la loro firma,sono le plebi rurali e cittadine,gli artigiani,i marinai,i commercianti:e proprio la folla di questi personaggi autentici integra la verità della scena,della vita quotidiana e tenta coraggiosamente di costruire una nuova società.Il periodo è quello intorno al leggendario e tanto temuto anno Mille: va dai decenni ancora ""barbarici"" agli splendori artistici del Duecento.<br>Con precisione e originalità scientifica il libro descrive un'epoca contrassegnata da tragedie di intere folle e da manifestazioni artistiche ""universali"", ma soprattutto restituisce quell'epoca agli artefici oscuri che ebbero il merito di costruirla.",History / Medieval,3a5b181f26255714426bf9b8595ca08b
248,"Ariès, Philippe",L'uomo E La Morte Dal Medioevo a Oggi,9788804364597,A. Mondadori,1992,"Archeologia,",,771,"Attraverso ampi quadri di vita quotidiana Ariès delinea una storia degli atteggiamenti, degli usi, dei riti dell'uomo davanti alla morte a partire dall'alto Medioevo sino a oggi. Oltre a esaminare le diverse rappresentazioni che l'uomo si è fatto della morte e dell'aldilà, Ariès ricostruisce i comportamenti quotidiani che hanno caratterizzato, nelle varie epoche storiche, il rapporto dei vivi con i morti, come la veglia funebre, i diversi tipi di inumazione, i funerali, gli ex-voto. La documentazione a cui Ariès attinge è delle più varie e originali: dall'iconografia all'architettura, dagli atti testamentari alle opere letterarie, ai diari personali. Ogni traccia lasciata dall'uomo diventa per Ariès un tassello prezioso per ricostruire un affresco storico imponente e di estremo interesse. <br /><br />",Social Science / Death & Dying,3b11a4b89cfaba5f9684c2deb54c306e
249,"Ariès, Philippe|Vigezzi, Simona",Storia Della Morte in Occidente,9788817112239,Bur Biblioteca Universale Rizzoli,2006-12-01,"Archeologia,",,260,"Come si moriva nel Medioevo, e come si muore oggi nelle società ad alto livello tecnologico dell'Occidente: nel corso di un millennio, l'atteggiamento dell'uomo di fronte alla morte, che ad un esame superficiale sembrerebbe quasi immutato, ha subito in realtà un'evoluzione profonda. L'analisi di Philippe Ariés, cui si devono molti importanti studi sulle ""mentalità"", si fonda non tanto sui resti letterari e artistici, quanto sui documenti che esprimono la sensibilità comune e l'inconscio collettivo, in particolare le tombe e i testamenti.",History / Social History,6d55191571c79643134a7ad5946d4860
250,"Le Goff, Jacques",La Civiltà Dell'occidente Medievale,9788806217914,Einaudi,2013,"Archeologia,",,470,"La forza creatrice dei secoli tra il X e il XIII è all'origine di molte delle innovazioni tipiche del mondo in cui viviamo: dalla nascita della città all'affermarsi di un nuovo modo di trasmettere il sapere e di studiare, legato alle università; al tempo stesso, nuove tecniche vengono allora messe in opera e ""si fanno strada nuovi atteggiamenti nei confronti del tempo, del denaro, del lavoro, della famiglia"". Caratteristica dell'attività storiografica di Le Goff è proprio la capacità di tendere a una visione del passato che ce lo ripresenti al di là degli schemi che irrigidiscono e isolano solo taluni fenomeni. Lo studioso francese pensa che tale impostazione sia particolarmente necessaria per un'epoca e una società che forse più di ogni altra hanno sentito l'esigenza di una vita totalitaria. In questo modo ci troviamo davanti a una grande lezione di storia, che ci mostra nelle loro profonde interdipendenze i vari atteggiamenti degli uomini.",History / Medieval,a176971b3d6d6ebe78861d5dab06f902
251,"Pacaut, Marcel|Bonacini, Pierpaolo|Catalano, Jacob",Monaci E Religiosi Nel Medioevo,9788815118486,Il Mulino,2007-01-01,"Romanzi,",,352,"La storia degli ordini monastici e religiosi costituisce un capitolo essenziale della storia sociale e politica, oltre che naturalmente della storia ecclesiastica e spirituale, del Medioevo; basti pensare al ruolo centrale che monaci e religiosi hanno avuto nel definirsi della struttura della Chiesa, su cui hanno esercitato una profonda e durevole influenza. Fra i vari problemi storici che Pacaut contribuisce ad illuminare, il più controverso è senz'altro quello concernente il nodo psicologico della vocazione religiosa, alla quale, a seconda dei tempi e degli individui, è stato di volta in volta attribuito il significato di una ""fuga mundi"" o di una preparazione spirituale all'azione. Al di là della sfera propriamente religiosa, i monaci svolsero in tutti i campi una funzione importante, nel pensiero come nell'arte, nelle istituzioni come nell'economia e nell'affinarsi del ""fare tecnico"". Accanto alle grandi personalità (San Benedetto, San Colombano, San Francesco, San Domenico), le grandi organizzazioni, soprattutto i Benedettini e i Cluniacensi, furono determinanti, grazie alla loro capacità speculativa e alla loro forza di irradiamento, per l'evoluzione della cultura medievale.",Religion / Monasticism,61d7d8f05c57bdc295c6bc350bee682d
252,"Limoncelli, Massimo",Il Restauro Virtuale in Archeologia,9788843062225,Carocci,2012-01-01,"Romanzi,",,242,"Il restauro virtuale è l'insieme di metodologie informatiche integrate di Computer Graphic, sia bidimensionali che tridimensionali, finalizzate alla restituzione di un bene archeologico, architettonico o artistico nella sua completa, o quasi, integrità. Questa nuova disciplina, che sta progressivamente affermandosi in ambito accademico, coniuga le attività e le metodologie di ricerca proprie delle cosiddette hard sciences con quelle più tradizionali di estrazione umanistica. Il virtuale è entrato a far parte della ricerca archeologica dapprima con un ruolo didattico-divulgativo (ricostruzioni ideali di edifici, città, territori ecc.), e, solo più recentemente, con fini conoscitivi, costituendo un aggiornamento dei tradizionali studi rivolti alla ricostruzione dei manufatti antichi. Per cui, in ambito archeologico, il restauro virtuale non deve essere inteso come modalità di ricostruzione ideale di un manufatto, bensì come metodologia per la verifica e la sintesi dei dati analitici. Il libro si rivolge a studenti di Archeologia, Storia dell'Arte e Restauro che intendano applicare le tecnologie informatiche ai propri settori di ricerca, introducendoli in maniera agile all'interno del vasto mondo del virtuale secondo un percorso metodologico comune.",Social Science / Archaeology,bd81a252d133d2c69db8cf60aabe2754
253,"Einhard, |Marucci, V.|Eginardo, |Marucci, Valerio",Vita Di Carlo Magno,9788884025470,Salerno,2006-01-01,"Romanzi,",,148,"A vivid life of Charlemagne, written ca A.D. 830 by a member of his court.<br>Foreword<br>Einhard's Preface<br>The Life of the Emperor Charles<br>Notes<br>Genealogical Table<br>Map",Biography & Autobiography / Historical,53c52743ebb0c22a7c5e401daa826588
254,"Magno, Carlo",Le Lettere,9788831114257,Città Nuova,2001-01-01,"Romanzi,",,116,,Literary Collections / Letters,45959d0ac4e8fb4c9b87c56545b7da9d
255,"Martini, Fabio",La Cultura Del Morire Nelle Società Preistoriche E Protostoriche Italiane,8860450993,Istituto Italiano Di Preistoria E Protostoria,2006,"Romanzi,",,547,,Social Science / Death & Dying,56c5b59db8cfbf7cfdba2c8b8741fe18
256,"Nikolassy, Riccardo",Manuale Di Javascript,9788820338527,Hoepli,2007-01-01,"Romanzi,",,352,,Computers / Web / Web Programming,20e1f4ad60fac21557b053bce1c09f69
257,"LeBlanc, Dee-Ann|Hoag, Melanie|Blomquist, Evan|Melanie Hoag, Evan Blomquist Dee-Ann Leblanc",Linux,9788850321117,Apogeo,2003-01-01,"Romanzi,",,320,,Computers / Operating Systems / Linux,8d386ab4fcd35d4ec41468e863fade0c
258,"Bruni, Roberto|Corradini, Andrea|Gervasi, Vincenzo|Andrea Corradini, Vincenzo Gervasi Roberto Bruni",Programmazione in Java. Con Cd-rom,9788850326617,Apogeo,2009-01-01,"Romanzi,",,514,"Un testo sulla programmazione e, al contempo, una guida per il linguaggio Java: completo, ricco di spunti, accompagna al rigore dell'esposizione un'attenzione costante verso la pragmatica della programmazione. <br>Il volume incoraggia uno stile di programmazione rivolto al problem-solving, conciliando la definizione e il rispetto di specifiche rigorose con gli aspetti pratici e stilistici. <br>I concetti di base della programmazione sono introdotti assieme alla parte imperativa del linguaggio; classi e oggetti sono inizialmente trattati come tipi di dati strutturati, per poi essere esplorati in tutte le loro caratteristiche. Il trattamento degli aspetti object-oriented procede di pari passo con la discussione del ruolo degli oggetti nella progettazione di sistemi complessi e nella risoluzione di problemi. <br>Completano il libro esercizi e mini-progetti, sezioni di approfondimento che forniscono utili indicazioni su come affrontare gli errori più comuni. <br>Il testo fa riferimento alla versione 6 di Java, e non richiede precedenti conoscenze di programmazione.<br>Nel CD<br>Java™ Standard Edition Development Kit 6, NetBeans, Eclipse IDE for Java developers",Computers / Web / Web Programming,d6e866d4334cc6e7ed143234ee6343c8
259,"Alberti, Antonio|Andreazzoli, Federico|Baldassarri, Monica","La Scoperta Del Castello: La Torre ""mozza"" di Calcinaia",9788860192073,,,"Romanzi,",,,,,f917efdd25cb9b5179c3e1fbe469ef06
260,"Chiarelli, Brunetto",Dalla Natura Alla Cultura. Principi Di Antropologia Biologica E Culturale. Volume 3,9788829916597,Piccin,2003,"Romanzi,",,506,,Social Science / Anthropology / General,16ab5ad901c31af5011f742afcaecda4
261,"Chiarelli, A. B.|Brunetto, Chiarelli|Chiarelli, Brunetto",Dalla Natura Alla Cultura,9788829915798,Piccin,2003,"Romanzi,",,732,684pages. in8. Broché.,Social Science / Anthropology / Cultural & Social,b5ef9362bf30e26049aaf84660d0f2cb
262,"Moscati, Paola",Archeologia E Calcolatori,8809200152,Giunti,1987,"Romanzi,",Italian Edition,165,,Social Science / Archaeology,bcbebe3edca28b82490ee8ae8342586a
263,"Forte, Maurizio",I Sistemi Informativi Geografici in Archeologia,,Mondogis,2002,"Archeologia,Informatica,",,268,,Social Science / Archaeology,070d881878e4d1d6c49c01cddefc35b7
264,"Pisoni, Luca|Alcione, |Bolzano, ",Un Capitolo Di Archeologia Trentina Del Primo Novecento,,Società Del Museo,2008,"Romanzi,",,95,,,50ca786502b7b8d738b0d59a37c9ae76
265,"Rosada, Guido|Frassine, Matteo|Ghiotto, Andrea Raffaele",--viam Anniam Influentibus Palustribus Aquis Eververatam--,9788884092267,Canova,2010,"Archeologia,",,190,,History / Ancient / General,6f46e053eb42b500b986150576990820
266,"Fozzati, Luigi",Notiziario Della Soprintendenza Per I Beni Archeologici Del Friuli Venezia Giulia,9788878144279,All'insegna Del Giglio,2002-12-01,"Romanzi,",2008,290,"Il volume è dedicato all’attività  svolta dalla Soprintendenza per i Beni Archeologici della regione nel  2008. È diviso in cinque sezioni: Scavi e ricerche sul territorio,  Concessioni di scavo e accordi di ricerca, Revisioni di dati e materiali  inediti, Paleontologia e Archeobiologia, Attvità dei Musei Nazionali e  della Soprintendenza. Completa il volume una bibliografia aggiornata  sulla tematica del paesaggio anche in relazione alla tutela archeologica  in calce alla presentazione del volume a firma del soprintendente Luigi  Fozzati.",Social Science / Archaeology,4285ad20a6d1a799ba9e352e5a5529f7
267,"Editore, Del Bianco",Notiziario Della Soprintendenza Per I Beni Archeologici Del Friuli Venezia Giulia,9788895575063,Del Bianco Editore,2007-01-01,"Archeologia,",,264,,Social Science / Archaeology,c1876bd6f4bc08411770aeb0098eca0d
268,"Fozzati, Luigi|Benedetti, Andrea",Per Aquileia Realtà E Programmazione Di Una Grande Area Archeologica,978883171073,Marsilio,2011-07-01,"Archeologia,",,,,,c9bfac6cf84bb99ee59c2c29468d8d69
269,"Various, ",Quaderni Friulani Di Archeologia,,Società Friulana Di Archeologia,2008-12-01,"Archeologia,",Quaderni Friulani Di Archeologia (XVIII/1),,,,6a9a176ad5dc3d5c22861ea6c0a52abc
270,"Various, ",Quaderni Friulani Di Archeologia,,Società Friulana Di Archeologia,2009-12-01,"Archeologia,",Quaderni Friulani Di Archeologia (XIX/1),,,,29872c4f42cc2966201787715ea88d8e
271,"Sedran, Daniela",Il Peso Dell'antichità Pesi E Misure Nel Friuli Romano,,,,"Romanzi,",,,,,ed656958e38858a1df02f90e966a2504
272,"Mallegni, Francesco|Rubini, Mauro",Recupero Dei Materiali Scheletrici Umani in Archeologia,9788879751025,Cisu,1994,"Antropologia,Archeologia,Manuali,",,252,"La storia dell'antropologia e dell'archeologia registra un reciproco interesse delle due discipline fin dai loro inizi. Archeologi e antropologi si sono ritrovati insieme nello studio dell'uomo preistorico...<br />Nel cammino di oltre un secolo le metodologie antropologiche si sono sviluppate ed arricchite di nuove conoscenze e tecniche, da quelle di recupero a quelle di restauro e conservazione dei resti scheletrici umani, per cui si può affermare che oggi si è ormai in grado di affrontare ogni situazione che possa presentarsi.<br />La tafonomia, che, nella sua più ampia accezione, può essere considerata come un'autentica scienza interdisciplinare, viene in soccorso allo studio archeologico tradizionale e ad integrare questo con precise annotazioni sul terreno di scavo...<br />Opportunamente nel volume sono riportati antefatti e leggi che proteggono il patrimonio culturale della Nazione.",Social Science / Anthropology / Physical,f9a9e757d581937399e95492860d492a
273,"Bassi, Cristina|Achillina, Granata|Oberosler, Roberta",La Via Delle Anime,9788877022639,"Provincia Autonoma Di Trento, Assessorato Alla Cultura, Rapporti Europei E Cooperazione",2010,"Antropologia,Archeologia,",,352,,,f5468842266e7ffc27b4e2b52829ee6f
274,"Gelichi, Sauro",Introduzione All'archeologia Medievale: Storia E Ricerca in Italia,9788843014224,Carocci,1999-01-01,"Archeologia,Manuali,",,280,,Social Science / Archaeology,ed694fd692c72932c59e53fe94d669b2
275,"Harris, Edward C.",Principi Di Stratigrafia Archeologica,9788843010301,Carocci,1983-01-01,"Archeologia,Manuali,",,180,,Science / Earth Sciences / Sedimentology & Stratigraphy,ac61d79dd3dfc564d6e8401daf4fe44b
276,"Carandini, Andrea",Storie Dalla Terra,9788806141233,Einaudi,1996,"Archeologia,Manuali,",,297,"Il volume illustra le procedure di prospezione, scavo e ricostruzione secondo le tecniche della stratigrafia. Questo metodo consente di decifrare la storia dei monumenti e del sottosuolo, rendendo trasparenti le azioni della natura e dell'uomo: le distruzioni, le costruzioni, i mutamenti, gli avvenimenti che hanno coinvolto una collettività. Lo stratigrafo riesce a ""leggere"" città, campagne, singoli oggetti, traducendo l'evidenza archeologica in una ricostruzione che ha il sapore del racconto.",Social Science / Archaeology,91363dee8840641117d913b36371183e
277,"Cambi, Franco",Archeologia Dei Paesaggi Antichi: Fonti E Diagnostica,9788843024995,Carocci,2003-01-01,"Archeologia,Manuali,",,125,,Social Science / Archaeology,39229cbfe4d4b03580013ceb054cb59a
278,"Liccardo, Giovanni","Introduzione Allo Studio Dell'archeologia Cristiana. Storia, Metodo, Tecnica",9788821550713,San Paolo Edizioni,2004-01-01,"Archeologia,Manuali,",,186,"L'archeologo che si occupa della primitiva età della Chiesa è uno scienziato che cerca di comprenderne la storia antica e l'originaria evoluzione e si concentra, sui luoghi, sui monumenti, sugli oggetti di coloro che sono stati prima di noi. L'analisi di una regione, lo studio di una chiesa o di una catacomba, l'esame di un manufatto gli consentono di ricostruire la vita dei cristiani che abitarono quel luogo, gli permettono di avere informazioni sulle loro abitudini e sui loro costumi, gli lasciano capire come davano forma ai loro strumenti di lavoro, come li preparavano, come li usavano. Questo libro nasce con l'intenzione di raccogliere gli indirizzi di studio, le ricerche e l'idea di archeologia cristiana maturati nei recenti decenni. Nel pensiero attuale questa disciplina è ricostruzione della vivente produzione delle comunità primitive nel periodo compreso dalle origini fino a papa Gregorio Magno; espressione della società (organizzazione, vita materiale, economia e cultura) e insieme forma di un pensiero profondo, di emozioni, bisogni, paure e aspirazioni che accomunarono i cristiani antichi di ogni dove. Il lavoro, nel presentare la grande messe di nomi, luoghi, teorie e temi, intende dare una visione d'insieme che permetta di entrare in una viva comunicazione con i primi credenti, così da conoscere e capire lo sviluppo delle primitive comunità cristiane.",Social Science / Archaeology,a5447c82c5fd0bf0c6bbb9394f76984d
279,"Anastasia, Denis|Bona, Paolo Della",Archeologia E Storia Nella Pedemontana Fra Meduna E Tagliamento,,,2012-04-01,"Archeologia,",,,,,575271cb7c98f5df0ef744d982fbca9f
280,"Grierson, Philip",Introduzione Alla Numismatica,9788878010291,Jouvence,1984-01-01,"Archeologia,Manuali,",,303,,"Antiques & Collectibles / Coins, Currency & Medals",f0d1ca0ed190167a367c32d575ccd7c2
281,"Serra, Mario|D'Agostino, Stefania|Serra, M.|D'Agostino, S.",Archeologia Preventiva. Manuale Per Gli Operatori,9788890247576,Agenzia Magna Graecia,2010,"Archeologia,Manuali,",,160,"La legge sull'archeologia preventiva colma un grande vuoto normativo che per lunghi anni ha pesato sull'archeologia italiana e, qualunque sia il punto di vista, l'archeologo è chiamato a svolgere un compito vitale per lo sviluppo del Paese. La verifica preventiva dell'interesse archeologico ha soprattutto portato ad un incremento notevole degli incarichi professionali per gli archeologi, in quanto tutte le stazioni appaltanti sono state obbligate ad attuarla e a retribuire gli archeologi per l'esecuzione di saggi e controlli finalizzati a raccogliere le documentazioni richieste e previste dalla normativa. In questo volume viene descritta, passo dopo passo, come si effettua una indagine di archeologia preventiva, cos'è e come si effettua una viarch, quali sono i metodi di rilevamento per le indagini, gli strumenti e i sistemi impiegati, così come gli sbocchi professionali che può offrire. È stato affrontato anche il tema della valutazione preventiva di interesse archeologico in ambito subacqueo sottolinenando il principio dell'identità totale tra archeologia subacquea e archeologia terrestre. A corredo una vasta documentazione composta da leggi, schemi di domande, modulistica etc.",Social Science / Archaeology,0ca64f5712deb103551b3b924fdad7a0
282,"Medri, Maura",Manuale Di Rilievo Archeologico,9788842069126,Laterza,2003-01-01,"Archeologia,Informatica,Manuali,",,344,"Dalle tecniche più semplici all'uso di strumentazioni tecnologiche avanzate, i temi e i metodi per la documentazione e lo studio dei manufatti antichi, in una guida chiara, ricca di esempi, che unisce la teoria alla pratica del rilievo archeologico nei diversi contesti.",Social Science / Archaeology,a0006b0cc3aee592acb168e72dfd030b
283,"Bortolin, Raffaella|Bortolin, Raffaella.",Il Leontocefalo Dei Misteri Mitraici,9788871158044,Il Poligrafo,2012,"Archeologia,",,336,,Religion / Ancient,fd62409cf9ecb8ee5b3761b582eeb405
284,"North, John",Il Mistero Di Stonehenge: 5.000 Anni Fa Un Popolo Nordico Adoratore Di Stelle Costruì Il Cielo Sulla Terra,9788838428654,Piemme,1996-01-01,"Romanzi,",,736,,"Body, Mind & Spirit / Unexplained Phenomena",3758f6a2bffdb9fa7c84bd5315c476f1
285,"Gaarder, Jostein",Maya,9788830418479,Longanesi,2000,"Romanzi,",,320,"Gennaio 1998. A Taveuni, la piccola isola nell'arcipelago delle Figi attraversata dalla linea di cambiamento di data, si incontrano alcuni insoliti personaggi: Frank, biologo evoluzionista norvegese che si è separato dalla sua compagna dopo una tragedia familiare; Ana e José, una enigmatica coppia di spagnoli; John Spooke, scrittore inglese rimasto vedovo da poco. Sotto il cielo denso di buio e di mistero delle notti tropicali, nascono così appassionate conversazioni sul senso della vita, ma le strade di queste persone sono destinate ad incrociarsi di nuovo l'anno successivo in Spagna.",Fiction / General,56de8b910cb2938a87f57a83fc69ffb1
286,"Groppali, Enrico",Leonardo Mago,9788804577010,Mondadori,2007-01-01,"Romanzi,",,208,"Dal suo letto d'infermo, poco prima di morire, Leonardo Da Vinci ripercorre la propria vita, le ambizioni, i successi e le sconfitte in un lungo monologo rivolto al fedele discepolo Francesco. Il vecchio maestro traccia, attraverso la propria crescita artistica, un percorso di conoscenza: le opere del suo versatile ingegno si svelano così nella loro genesi e nel loro più riposto significato. Dipinti, affreschi, macchine belliche o carte per indagini scientifiche diventano emblema di un'epoca, delle sue tragedie, delle sue grandi personalità e delle sue magnifiche corti. Un affresco in cui Groppali non trascura figure di estremo fascino, come la cortigiana che, più di qualsiasi uomo potente, domina insieme al protagonista la scena del romanzo: Cecilia Gallerani, la dama con l'ermellino. Leonardo emerge non solo come scienziato ma come mago impegnato a esplorare i segreti dell'universo attraverso l'alta magia dell'opera alchemica, ma svela anche l'allegoria pagana che si cela dietro l'""Ultima cena"" e ""La Vergine delle rocce"". Un ritratto del volto segreto del genio leonardesco.",Fiction / Historical,46e4b22ade6aa58e9b31e8dbaa49023f
287,"Follett, Ken",Un Luogo Chiamato Libertà,9788852013713,Edizioni Mondadori,2010-10-07,"Romanzi,",,381,"""Quest'uomo è proprietà di Sir George Jamisson di Fife. A.D. 1767."" Da questa iscrizione intorno a un collare di ferro trovato nel giardino di casa, Follett trae lo spunto per la trama di Un luogo chiamato libertà . Ambientato nell'Inghilterra del '700, al tempo della rivoluzione industriale e al sorgere del nuovo ""schiavismo"", racconta le appassionanti vicende di una generazione anelante la libertà.",Fiction / Historical,eb8b0c198333aeed14beb57f5530afa7
288,"Connelly, Michael|Montanari, Gianni",Il Poeta,9788838442940,Piemme,1999,"Romanzi,",Jack McEvoy (1)|Harry Bosch Universe (5),497,"""La morte è il mio mestiere, ci guadagno da vivere, ci costruisco la mia reputazione professionale. Io tratto la morte con la passione e la precisione di un becchino..."". Protagonista di questo thriller è un giornalista di Denver, specializzato nel raccontare storie a largo respiro: un killer uccide ragazzi in diverse città degli Stati Uniti. I poliziotti che indagano poco dopo si suicidano. Il fratello gemello di uno di questi non vuole ammettere che suo fratello si sia ucciso. Così, attraverso qualche indagine e facendo alcuni collegamenti, dimostra alla polizia che per la città si aggira un assassino abilissimo. Il killer è chiamato Il Poeta perché fa scrivere alle sue vittime uno o due versi di Edgar Allan Poe.",Fiction / Thrillers / Suspense,7e3c4290a984ae292e226141238d2dab
289,"Leospo, Enrichetta|Leospo, Enrica|Tosi, Mario","Vivere Nell'antico Egitto: Deir El-medina, Il Villaggio Degli Artefici Delle Tombe Dei Re",9788809212893,Giunti,1998,"Archeologia,",Saggi Giunti,143,"Il villaggio di Deir el Medina si trova nell'Alto Egitto, sulla riva occidentale del Nilo, nei pressi dell'antica Tebe. Era il villaggio destinato agli operai e agli artigiani dei cantieri reali: gli artefici della splendide tombe della Valle dei Re e delle Regine. Una storia di uomini e di donne che l'archeologia ci permette oggi di ricostruire attraverso i dettagli della vita quotidiana: la struttura delle case, l'organizzazione delle scuole per i bambini, l'amministrazione della giustiza, i riti religiosi, i tempi del lavoro e quelli del riposo.",History / Social History,c24210b3b91fcc467a01583d36dd544d
290,"Roth, Philip|Mantovani, Vincenzo",Ho Sposato Un Comunista,9788806220020,Einaudi,2014-04-29,"Romanzi,",The American Trilogy (2)|Complete Nathan Zuckerman (7)|Complete Nathan Zuckerman (8),360,"Negli anni Cinquanta Iron Rinn, attore radiofonico e attivista sindacale, sposa Eve Frame, una bella e ricca ex diva del cinema muto. Lui è di estrazione proletaria, lei ha pretese snobistiche, e il matrimonio è destinato a fallire. Così, quando Eve rivela a un giornale che suo marito è una spia dell'Unione Sovietica, il dramma privato diventa scandalo nazionale. Una storia di crudeltà, umiliazione, tradimento e vendetta. Un altro indimenticabile capitolo del grande affresco di Philip Roth sulla storia degli Stati Uniti.",Fiction / General,4d2cb491ffec2de55df292b4a5495f09
291,"Evangelisti, Valerio",Il Corpo E Il Sangue Di Eymerich,9788804538189,Mondadori,2005-01-01,"Romanzi,",Ciclo di Eymerich (3),272,"<em>Il corpo e il sangue di Eymerich</em>, pubblicato originariamente nel 1996, è il terzo romanzo scritto da Evangelisti ed è incentrato sull'inquietante personaggio del frate domenicano, la cui figura è basata su quella di un celebre inquisitore realmente esistito nel Trecento. In questa avventura Eymerich viene chiamato a Castres, nella Francia meridionale, per combattere una setta di ""vampiri"" che terrorizza gli abitanti della zona disseminando le campagne di cadaveri dissanguati. Circondato da un alone di malvagità e terrore senza precedenti, Eymerich mostra tutta la sua spietatezza e non esita a massacrare centinaia di persone pur di debellare l'eresia. Ma seicento anni più tardi un gruppo di modernissimi ""untori"" sembra voler resuscitare le gesta di quei folli devoti, diffondendo epidemie che conducono a una morte atroce causata dallo scoppio delle vene... Una sinistra verità sembra scorrere attraverso i secoli, legando eventi apparentemente lontani - dai delitti del Ku Klux Klan all'assassinio di John F. Kennedy - con un filo sottile ma robusto, un filo rosso sangue...",Fiction / Science Fiction / General,8ccdabd65ba406c673c9abd0d5c5de2a
292,"Blake, William|Ungaretti, Giuseppe|Diacono, Mario",Visioni,9788804386056,Mondadori,1994-01-01,"Romanzi,",,395,"Dai libri giovanili a quelli profetici fino alle ultime allegorie, la raccolta (arricchita da numerose incisioni, inseparabili dall'opera poetica, dello stesso Blake) rappresenta una scelta vastissima delle composizioni del grande ""visionario"" e un segno significativo della sua eccentrica e ribelle personalità. La traduzione di Giuseppe Ungaretti sonda con scrupolo e attraverso fruttuosi ripensamenti atmosfere e toni non estranei alla sua stessa poetica.",Poetry / General,24a2a708827da4d0fa53da06d8a20376
293,"Cantarella, Raffaele|Eschilo, Euripide",Tragici Greci. Eschilo. Sofocle. Euripide,9788804364603,Mondadori,1992,"Romanzi,",,680,,Literary Collections / General,5a8d8d3626053e62998692b108fa1653
294,"Frediani, Andrea",Le Grandi Battaglie Di Alessandro Magno. L'inarrestabile Marcia Del Condottiero Che Non Conobbe Sconfitte,9788854137301,Newton Compton,2012-01-01,"Romanzi,",,283,"Fino alle soglie dei tempi moderni, e in alcuni casi anche in seguito, qualunque generale che aspirasse a lasciare una traccia di sé nella storia si è posto come modello Alessandro Magno. Il sovrano macedone fu un conquistatore impareggiabile, in grado di costituire in soli otto anni un impero che andava dalla Grecia all'odierno Pakistan; uno stratega raffinato, capace di allestire campagne ed eserciti di un'efficienza straordinaria; un tattico lucido e brillante, sempre consapevole dei punti deboli del nemico; un generale imbattuto, determinato a superare ogni sfida e ogni prova, tanto più se essa era ritenuta un ostacolo insormontabile dagli altri; e, soprattutto, un condottiero di inarrivabile coraggio, sempre in prima fila in battaglia e sotto gli spalti di una roccaforte nemica, colpito, ferito e vicino alla morte decine di volte ma in grado, col suo esempio, di caricare i propri uomini come nessun altro comandante. Ma quanta parte ebbero nelle sue vittorie le innovazioni e le conquiste di suo padre, Filippo II di Macedonia, la debolezza di un impero in decadenza come quello persiano, e infine la fortuna, che gli permise di uscire vivo, seppur malconcio, da tutte le più temerarie azioni belliche? Questo libro racconta le imprese di Alessandro depurandole dall'incredibile mole di leggende fiorite sul suo conto dopo la prematura morte, analizzando, oltre agli strumenti e alle capacità che gli consentirono di diventare il più grande condottiero di tutti i tempi.",History / Military / General,67acd39714ed2adb3609acfa952635fd
295,"Favilli, Elena|Cavallo, Francesca|Baldinucci, Loredana|Pemberley, Pond",Storie della buonanotte per bambine ribelli,9788804676379,Mondadori,2017-02-28,"Default,",,224,"C'era una volta... una principessa? Macché! C'era una volta una bambina che voleva andare su Marte. Ce n'era un'altra che diventò la più forte tennista al mondo e un'altra ancora che scoprì la metamorfosi delle farfalle. Da Serena Williams a Malala Yousafzai, da Rita Levi Montalcini a Frida Kahlo da Margherita Hack a Michelle Obama, sono 100 le donne raccontate in queste pagine e ritratte da 60 illustratrici provenienti da tutto il mondo. Scienziate, pittrici, astronaute, sollevatrici di pesi, musiciste, giudici, chef... ﻿esempi di coraggio, determinazione e generosità per chiunque voglia realizzare i propri sogni.",Juvenile Nonfiction / Social Topics / Self-Esteem & Self-Reliance,9b71b230b36f75377aba6507d6f07f26
